酒名,url,酒譜,介紹,步驟,口味,評論
Irish Maid,https://www.liquor.com/recipes/irish-maid/,"{'Cucumber ': '2 slice', 'Irish whiskey': '2 ounce', ' St-Germain': '1/2 ounce', 'Fresh lemon juice': '3/4 ounce', 'Simple syrup': '3/4 ounce'}","['The Irish Maid makes a convincing case for why there should be more whiskey-cucumber cocktails. A riff on the Sam Ross classic, the Kentucky Maid, the drink is part of a versatile cocktail family that combines a base spirit of your choice with fresh seasonal ingredients. Floral and refreshing, the Irish Maid is at your service with a beautiful blend of Irish whiskey, St.-Germain, citrus and cucumber.']","['Muddle the cucumber slices in a shaker.', 'Add remaining ingredients and ice to the shaker and shake vigorously.', 'Fine-strain into a chilled rocks glass over ice.', 'Garnish with a cucumber slice.']",Herbaceous,NULL
Mango Basil Lemonade,https://www.liquor.com/recipes/hennessy-mango-basil-lemonade/,"{'Hennessy V S  cognac': '11/2 ounce', 'Fresh lemon juice': '1 ounce', 'Mango purée': '1/2 ounce', 'Simple syrup': '1/2 ounce', 'Soda water': 'to top'}",['This simple and refreshing recipe brings together Hennessy V.S. cognac with an exotic pair of ingredients: mango and basil. It’s good for any summer occasion. But try multiplying the recipe and making a pitcher for a party on the patio.'],"['Add all ingredients except soda water into a shaker and shake.', 'Strain into a Collins glass over fresh ice.', 'Top with soda water.', 'Garnish with a basil leaf and lemon wheel.']",Herbaceous,NULL
Summer Martini,https://www.liquor.com/recipes/summer-martini/,"{'Beefeater Summer Edition Gin': '3 ounce', 'Dry vermouth': '1 ounce'}","[""Beefeater's special Summer Edition Gin packs a heavy dose of floral flavor.""]","['Add both ingredients to a mixing glass and fill with ice.', 'Stir until well chilled and strain into a Martini glass.', 'Garnish with a blackberry and a raspberry on a toothpick.']",Herbaceous,NULL
Plomeek Tea,https://www.liquor.com/recipes/plomeek-tea/,"{'Sencha tea': '1 tbsp', 'Licorice root tea': '1 tbsp', 'Hibiscus tea': '1 tbsp', 'Boiling water': '6 ounce', 'Verjus blanc': '3 ounce'}","['Vulcans were probably not huge on intoxicants, which is why this recipe for a refreshing and mentally invigorating iced tea contains only a blend of three teas with verjus, the nonalcoholic juice of unripe wine grapes. It’s a great way to get some refreshment before a smug and self-satisfied meditation session.', 'This recipe originally appeared as part of “5 ‘Star Trek’ Cocktails to Try at Home.”']","['Add the three teas and boiling water into a large mug, and infuse for 4 minutes.', 'Let chill.', 'Combine the chilled tea with the verjus blanc in a Collins glass filled with ice.', 'Add a straw.']",Herbaceous,NULL
Rich Table,https://www.liquor.com/recipes/rich-table/,"{'Doug fir vodka': '11/2 ounce', 'Martini & Rossi Riserva Speciale Ambrato vermouth': '1/2 ounce', 'Ancho Reyes chile liqueur': '1/2 ounce', 'Shiso-avocado syrup': '3/4 ounce', 'Fresh lemon juice': '1/2 ounce', 'Club soda': 'to top', 'Pinot noir sea salt rim': 'NULL'}","['This cocktail by Morgan Schick, the creative director of San Francisco’s Bon Vivants and Trick Dog, uses infused salt as a garnish.', 'This recipe originally appeared as part of “Infused Salts Are the Next Big Cocktail Ingredients.”']","['Rim a highball glass with pinot noir sea salt.', 'Add all ingredients into a shaker with ice and shake.', 'Strain into a highball over fresh ice.', 'Top with club soda.', '*Doug fir vodka: Add 16 oz Absolut Elyx vodka and 15 g fir tips into container and blend well. Let sit for 2 days. Strain through coffee filter.', '**Shiso-avocado syrup: Roast 2 avocado pits at 200 degrees F until shells start to dry out. Let cool, peel and chop into quarters. In a pot, toast pits along with 3/4 oz black peppercorns. Add 14 oz white sugar and 14 oz water, bring to a boil, then let simmer. Add 1/3 oz red shiso leaves and remove from heat. Steep for 30 minutes and strain.']",Herbaceous,NULL
Amanyara Mojito,https://www.liquor.com/recipes/amanyara-mojito/,"{'Bacardí Superior light rum': '2 ounce', 'fresh lime juice': '1 ounce', 'Simple syrup': '1/2 ounce', 'Mint leaves': '10', 'chilled Champagne': 'to top'}","['This blended riff on the Mojito eliminates the need for all that labor-intensive muddling and also prevents pieces of mint from getting stuck in your teeth. It’s the best-selling cocktail at Amanyara resort on the Turks & Caicos island of Providenciales and was created to reflect the property’s elegance and sense of design.', ""This recipe originally appeared as part of “A Mojito Like You've Never Tried Before.”""]","['Add all ingredients except Champagne into a blender with ice and blend until smooth.', 'Pour mixture through a fine strainer into a rocks glass over crushed ice.', 'Top with Champagne.', 'Garnish with a dehydrated lime wheel and 2 mint sprigs.']",Herbaceous,NULL
Paloma Milk Punch,https://www.liquor.com/recipes/paloma-milk-punch/,"{'Blanco tequila': '6 ounce', 'Giffard crème de pamplemousse rose liqueur': '3 ounce', 'Ancho Reyes verde chile liqueur': '11/2 ounce', 'Hoja santa and tarragon tea': '71/2 ounce', 'Spice mixture': 'NULL', 'Fresh lime juice': '41/2 ounce', 'Grapefruit juice': '41/2 ounce', 'Coconut milk': '31/2 ounce', 'Club soda': 'to top'}","['This drink by Aaron Deary at Philadelphia’s R&D is textured, subtly herbal, fresh and vaguely familiar—a Paloma after a day of self-care and nip-tucking. With tequila, hoja santa, Chinese five-spice, tarragon, grapefruit, coconut milk and club soda, he admits that calling it a Paloma is a bit of a stretch. But without spices, Deary says it wouldn’t be a milk punch either. “It’s about taking something that people recognize and combining it with something they’ve never seen before,” he says.', 'This recipe originally appeared as part of “In Pursuit of the Perfect Dairy-Free Milk Punch.”']","['Serves 10.', 'In a Lexan or large shallow container, combine tequila, both liqueurs, hoja santa and tarragon tea, and spice mixture. Infuse for 2 hours, then strain out spices. Return liquid to container. In a jug or container with a spout, combine lime juice and grapefruit juice. Heat coconut milk to 170 degrees F, stirring constantly. Transfer hot coconut milk to a jug or container with a spout. Very slowly and simultaneously pour both coconut milk and citrus over entire surface of punch. Milk will break initially, then become cloudy. After 30 minutes, a layer of curds should form. Rest punch at room temperature for 1 hour, then transfer to a refrigerator for 1 hour. Strain punch through cheesecloth, then through coffee filters or a Superbag and refrigerate.', 'Pour approximately 3 oz into a rocks glass over a large ice cube.', 'Top with club soda.', '*Hoja santa and tarragon tea: Bring 1 L filtered water to boil. Add 1 large hoja santa leaf, 5 tarragon sprigs and simmer for 20 minutes. Strain through fine-mesh strainer and chill in ice bath.', '**Spice mixture: Toast 1 3/4 oz cinnamon sticks, 1 oz star anise pods, 1/3 oz Szechuan peppercorns, 1/3 oz whole cloves, 1 oz green cardamom pods and 1/3 oz fennel seeds in a pan over medium heat until fragrant for no more than 5 minutes. (Start with cinnamon and star anise, then add rest as they toast quickly.) Remove and let cool.']",Herbaceous,NULL
Massimo Bond,https://www.liquor.com/recipes/massimo-bond/,"{'Olive oil gin': '2 ounce', 'Mancino secco vermouth or Martini extra dry Italian vermouth': '1/4 ounce', 'Pink Himalayan salt solution': '3 drops', 'Sage': '4 leaves'}","['Manuel Mora, the bar supervisor at Torno Subito in Dubai, devised a cocktail list that leans heavily on Italian ingredients, such as a blend of olive oils he uses in this riff on the classic Dry Martini that calls for Bottura’s very own Villa Manodori Taggiasca extra-virgin olive oil.', 'This recipe originally appeared as part of “The Best Dirty Martini You’re Never Going to Actually Be Able to Drink.”']","['Add the sage leaves into a mixing glass and crush slightly with a muddler.', 'Add the olive oil gin, vermouth, salt solution and ice and stir.', 'Strain into a chilled coupe.', 'Garnish with a skewered Taggiasca olive and 3 sage leaves.', '*Olive oil gin: Combine 750 mL gin and 200 mL extra-virgin olive oil (such as Villa Manodori Taggiasca extra-virgin olive oil) in a Mason jar with a seal-proof lid. Shake mixture, then leave at room temperature for 7-9 hours to allow flavors to infuse. Place jar in the freezer overnight to solidify fats. The next day, use a knife to break up coagulated fat at top of jar and strain spirit through a coffee filter or a cheese cloth. Strain again as desired to remove any leftover fat. Reserve in bottle until ready to use.', '**Pink Himalayan salt solution: Add 1/2 cup pink Himalayan salt and 1/2 cup water into a small bowl. Stir until salt dissolves and reserve.']",Herbaceous,NULL
Not Tested on Animals,https://www.liquor.com/recipes/not-tested-on-animals/,"{'Mahón gin ': '11/2 ounce', 'Alo aloe vera and white grape juice': '2 ounce', 'Tarragon syrup': '1/2 ounce', 'Saline tincture ': '1 dash', 'Ginger beer': 'to top'}","['Originally created by Tyler Mitchell, the general manager and beverage guru at Washington, D.C.’s Chloe, for a guest requesting a zero-proof pairing for one of the restaurant’s signature dishes, cobia crudo, this drink proved to be so popular they’ve reworked it with Mahón gin as a secret off-menu option for those in the know. “I really appreciate the texture of aloe, so I prefer to leave the cocktail unstrained,” he says. When you’re working with aloe, be sure to taste it first before adding sweetener to the drink, as every brand has different sweetness levels, he cautions.', 'This recipe originally appeared as part of “Aloe Water Is the New Coconut Water. Use It in These Soothing Drinks.”']","['Add all ingredients except the ginger beer into a shaker with ice and shake until well-chilled.', 'Pour into a highball glass over fresh ice.', 'Top with the ginger beer and stir gently.', 'Garnish with an orange twist.', '*Tarragon syrup: Add 1 cup sugar and 1 cup water into a saucepan. Bring to a boil, reduce heat, and simmer until sugar is dissolved. Remove from the heat, add 12 tarragon leaves, and let steep for 20 minutes or until desired flavor is reached. Store in refrigerator up to 2 weeks.']",Herbaceous,NULL
Summer Tonic,https://www.liquor.com/recipes/summer-tonic/,"{'Mount Gay rum': '11/2 ounce', 'Borgia herbal bitters': '1 ounce', 'Fever-Tree aromatic tonic water': '4 ounce', 'Fresh lemon juice': '1/2 ounce'}","['Elana Abt, the wine director at Otto in New York City, wanted to add a rum-based cocktail to the menu but keep the classic gin refresher in mind. “Rum just feels like summer, and my guests typically order more rum cocktails this time of year,” she says. “I thought, Why not create a cool rum version of the classic G&T.’”', ""This recipe originally appeared as part of “It's Time to Give the Rum & Tonic Its Due.”""]","['Combine all ingredients in a large snifter over ice.', 'Garnish with a rosemary sprig.']",Herbaceous,NULL
Hot Rhubarb & Choco Ginger,https://www.liquor.com/recipes/whitley-neill-hot-rhubarb-choco-ginger/,"{'Whitley Neill rhubarb and ginger gin': '1 ounce', 'Hot chocolate': '4 ounce'}",['Hot chocolate and rhubarb and ginger gin are an unexpected combination that you can appreciate all winter long. Experience how this handcrafted gin’s tart flavor provides a surprising and delicious contrast to the sweetness of that steaming cup of hot chocolate.'],"['Add all ingredients into a glass mug.', 'Top with whipped cream.', 'Garnish with mini marshmallows.']",Herbaceous,NULL
Miamian’s Julep,https://www.liquor.com/recipes/miamians-julep/,"{'Woodinville bourbon': '2 ounce', 'Coconut cream': '1 ounce', 'Crème de banane': '1 ounce', 'Fresh lime juice': '1/2 ounce', ' Mint': '10 sprig '}","['Guests at Villa Azur in Miami experience dining, drinks, entertainment, music and art in a distinct space that combines the atmosphere of South Beach with that of Mediterranean France’s La Côte d’Azur. Bar manager Carlos Ramos’ fresh take on a Julep was inspired by the tropical vibes, culture and eternal summer of Miami. “The bourbon complements the refreshing mint flavor to give you something that stimulates the senses and quenches your bourbon craving,” he says.', 'This recipe originally appeared as part of “4 Frozen Bourbon Cocktails for the Last (Official) Days of Summer.”']","['Add all ingredients into a blender with 1 cup of ice and blend until smooth.', 'Pur into a copper Julep mug.', 'Garnish with bourbon-flambéed banana slices, a mint sprig and powdered sugar.', '*Bourbon-flambéed banana slices: Sauté banana slices in a pan, add a little whiskey, then ignite to burn off alcohol. Alternatively, use a kitchen torch on sugar-coated banana slices for more caramelized flavor.']",Herbaceous,NULL
